epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,590.117,1.68993,3.14892,1.99529,1.66599,0.64726,0.64883,0.63819,0.39141,0.64726,0.64883,0.64044,0.38735,1.06549,1.88028,2.13324,1.23963,0.00096836,0.00096836,0.00096836
129,594.888,1.52521,3.39438,2.15232,1.54752,0.64726,0.64883,0.63819,0.39141,0.64726,0.64883,0.64044,0.38735,1.06549,1.88028,2.13324,1.23963,0.000962859,0.000962859,0.000962859
130,599.363,1.32011,2.33596,1.95158,1.37269,0.54224,0.7186,0.66853,0.42861,0.54224,0.7186,0.66853,0.44185,1.02754,1.78753,1.92946,1.20677,0.000957358,0.000957358,0.000957358
131,604.155,1.84471,3.53469,2.15192,1.71248,0.54224,0.7186,0.66853,0.42861,0.54224,0.7186,0.66853,0.44185,1.02754,1.78753,1.92946,1.20677,0.000951857,0.000951857,0.000951857
132,608.626,1.59795,2.99767,2.0556,1.57229,0.54224,0.7186,0.66853,0.42861,0.54224,0.7186,0.66853,0.44185,1.02754,1.78753,1.92946,1.20677,0.000946356,0.000946356,0.000946356
133,613.152,1.63606,3.34638,2.04057,1.55177,0.54224,0.7186,0.66853,0.42861,0.54224,0.7186,0.66853,0.44185,1.02754,1.78753,1.92946,1.20677,0.000940855,0.000940855,0.000940855
134,617.928,1.82734,3.40853,2.20083,1.69283,0.49207,0.7655,0.63413,0.42064,0.47316,0.73794,0.62584,0.4274,1.00795,1.80835,1.85871,1.19421,0.000935354,0.000935354,0.000935354
135,622.703,1.65016,3.33072,2.24559,1.63357,0.49207,0.7655,0.63413,0.42064,0.47316,0.73794,0.62584,0.4274,1.00795,1.80835,1.85871,1.19421,0.000929853,0.000929853,0.000929853
136,627.318,1.50893,2.70111,1.99767,1.53765,0.49207,0.7655,0.63413,0.42064,0.47316,0.73794,0.62584,0.4274,1.00795,1.80835,1.85871,1.19421,0.000924352,0.000924352,0.000924352
137,631.995,1.50984,3.03211,2.22222,1.55334,0.49207,0.7655,0.63413,0.42064,0.47316,0.73794,0.62584,0.4274,1.00795,1.80835,1.85871,1.19421,0.00091885,0.00091885,0.00091885
138,636.57,1.80636,3.70329,2.31409,1.87374,0.52246,0.6519,0.61786,0.40368,0.49941,0.61056,0.58939,0.4125,1.0105,1.88668,1.88398,1.20162,0.000913349,0.000913349,0.000913349
139,641.225,1.77192,3.4667,2.32342,1.73812,0.52246,0.6519,0.61786,0.40368,0.49941,0.61056,0.58939,0.4125,1.0105,1.88668,1.88398,1.20162,0.000907848,0.000907848,0.000907848
140,645.725,1.4624,2.38716,2.59844,1.49211,0.52246,0.6519,0.61786,0.40368,0.49941,0.61056,0.58939,0.4125,1.0105,1.88668,1.88398,1.20162,0.000902347,0.000902347,0.000902347
141,650.375,1.683,3.32615,2.04587,1.64198,0.52246,0.6519,0.61786,0.40368,0.49941,0.61056,0.58939,0.4125,1.0105,1.88668,1.88398,1.20162,0.000896846,0.000896846,0.000896846
142,654.845,1.63347,3.21322,2.22592,1.63685,0.67595,0.49612,0.61913,0.41591,0.63088,0.45446,0.5857,0.4085,1.00595,1.98236,1.80777,1.20516,0.000891345,0.000891345,0.000891345
143,659.639,1.81415,3.51883,2.18899,1.72145,0.67595,0.49612,0.61913,0.41591,0.63088,0.45446,0.5857,0.4085,1.00595,1.98236,1.80777,1.20516,0.000885844,0.000885844,0.000885844
144,663.972,1.4417,2.68968,1.91391,1.43527,0.67595,0.49612,0.61913,0.41591,0.63088,0.45446,0.5857,0.4085,1.00595,1.98236,1.80777,1.20516,0.000880343,0.000880343,0.000880343
145,668.846,1.83637,4.06749,2.5005,1.8607,0.67595,0.49612,0.61913,0.41591,0.63088,0.45446,0.5857,0.4085,1.00595,1.98236,1.80777,1.20516,0.000874842,0.000874842,0.000874842
146,673.69,1.67701,3.25502,2.02556,1.59244,0.41683,0.70549,0.61041,0.39348,0.40325,0.70502,0.57804,0.38876,1.02669,2.03958,1.72133,1.21726,0.00086934,0.00086934,0.00086934
147,678.067,1.63193,3.1645,2.12254,1.63234,0.41683,0.70549,0.61041,0.39348,0.40325,0.70502,0.57804,0.38876,1.02669,2.03958,1.72133,1.21726,0.000863839,0.000863839,0.000863839
148,682.675,1.71074,3.39456,2.12687,1.63154,0.41683,0.70549,0.61041,0.39348,0.40325,0.70502,0.57804,0.38876,1.02669,2.03958,1.72133,1.21726,0.000858338,0.000858338,0.000858338
149,687.13,1.49915,2.98266,1.99079,1.47181,0.41683,0.70549,0.61041,0.39348,0.40325,0.70502,0.57804,0.38876,1.02669,2.03958,1.72133,1.21726,0.000852837,0.000852837,0.000852837
150,691.89,1.66882,3.28723,2.01729,1.56141,0.55905,0.5768,0.57239,0.3793,0.52168,0.53585,0.5536,0.37601,1.06122,2.01112,1.64264,1.22754,0.000847336,0.000847336,0.000847336
151,696.787,1.44588,2.85681,1.89692,1.36475,0.55905,0.5768,0.57239,0.3793,0.52168,0.53585,0.5536,0.37601,1.06122,2.01112,1.64264,1.22754,0.000841835,0.000841835,0.000841835
152,701.638,1.67961,3.12587,2.0815,1.56998,0.55905,0.5768,0.57239,0.3793,0.52168,0.53585,0.5536,0.37601,1.06122,2.01112,1.64264,1.22754,0.000836334,0.000836334,0.000836334
153,706.019,1.3873,2.58821,1.97835,1.38176,0.55905,0.5768,0.57239,0.3793,0.52168,0.53585,0.5536,0.37601,1.06122,2.01112,1.64264,1.22754,0.000830833,0.000830833,0.000830833
154,710.566,1.65718,3.45652,2.19698,1.63498,0.54661,0.61837,0.55594,0.38332,0.5264,0.58511,0.53146,0.37591,1.03046,1.91836,1.59539,1.21913,0.000825332,0.000825332,0.000825332
155,715,1.4031,2.83241,1.79338,1.45814,0.54661,0.61837,0.55594,0.38332,0.5264,0.58511,0.53146,0.37591,1.03046,1.91836,1.59539,1.21913,0.000819831,0.000819831,0.000819831
156,719.403,1.82495,3.57113,2.44557,1.70923,0.54661,0.61837,0.55594,0.38332,0.5264,0.58511,0.53146,0.37591,1.03046,1.91836,1.59539,1.21913,0.000814329,0.000814329,0.000814329
157,723.745,1.36189,2.8964,2.26004,1.51857,0.54661,0.61837,0.55594,0.38332,0.5264,0.58511,0.53146,0.37591,1.03046,1.91836,1.59539,1.21913,0.000808828,0.000808828,0.000808828
158,728.346,1.62093,3.00582,1.95879,1.55727,0.56,0.68217,0.58523,0.42116,0.5613,0.67054,0.57588,0.39922,1.01856,1.86483,1.51967,1.21057,0.000803327,0.000803327,0.000803327
159,733.137,1.90883,3.59588,2.39858,1.74342,0.56,0.68217,0.58523,0.42116,0.5613,0.67054,0.57588,0.39922,1.01856,1.86483,1.51967,1.21057,0.000797826,0.000797826,0.000797826
160,737.506,1.41304,2.57368,1.96709,1.4379,0.56,0.68217,0.58523,0.42116,0.5613,0.67054,0.57588,0.39922,1.01856,1.86483,1.51967,1.21057,0.000792325,0.000792325,0.000792325
161,741.857,1.45127,2.8872,1.84135,1.53922,0.56,0.68217,0.58523,0.42116,0.5613,0.67054,0.57588,0.39922,1.01856,1.86483,1.51967,1.21057,0.000786824,0.000786824,0.000786824
162,746.323,1.89995,3.51843,2.34894,1.82506,0.89213,0.59399,0.74425,0.54348,0.89213,0.59399,0.74425,0.4781,0.97575,1.85513,1.36188,1.18912,0.000781323,0.000781323,0.000781323
163,750.432,1.21362,2.24546,1.72329,1.39173,0.89213,0.59399,0.74425,0.54348,0.89213,0.59399,0.74425,0.4781,0.97575,1.85513,1.36188,1.18912,0.000775822,0.000775822,0.000775822
164,754.902,1.78751,3.31916,2.15433,1.71258,0.89213,0.59399,0.74425,0.54348,0.89213,0.59399,0.74425,0.4781,0.97575,1.85513,1.36188,1.18912,0.000770321,0.000770321,0.000770321
165,759.262,1.40584,2.38842,1.67958,1.3818,0.89213,0.59399,0.74425,0.54348,0.89213,0.59399,0.74425,0.4781,0.97575,1.85513,1.36188,1.18912,0.00076482,0.00076482,0.00076482
166,763.564,1.3206,2.445,1.93857,1.36599,0.87392,0.64858,0.78046,0.57562,0.87392,0.64858,0.78046,0.50771,0.90698,1.82592,1.25321,1.15528,0.000759318,0.000759318,0.000759318
167,768.127,1.57386,3.14586,2.0068,1.49464,0.87392,0.64858,0.78046,0.57562,0.87392,0.64858,0.78046,0.50771,0.90698,1.82592,1.25321,1.15528,0.000753817,0.000753817,0.000753817
168,772.85,1.64369,3.1914,1.93251,1.59115,0.87392,0.64858,0.78046,0.57562,0.87392,0.64858,0.78046,0.50771,0.90698,1.82592,1.25321,1.15528,0.000748316,0.000748316,0.000748316
169,777.54,1.2622,2.46459,1.91503,1.38326,0.87392,0.64858,0.78046,0.57562,0.87392,0.64858,0.78046,0.50771,0.90698,1.82592,1.25321,1.15528,0.000742815,0.000742815,0.000742815
170,781.797,1.44414,2.54549,1.8356,1.52296,0.80417,0.69617,0.78036,0.54718,0.80417,0.69617,0.78036,0.51289,0.90573,1.80448,1.2468,1.16193,0.000737314,0.000737314,0.000737314
171,786.661,1.72097,3.49823,2.19027,1.57006,0.80417,0.69617,0.78036,0.54718,0.80417,0.69617,0.78036,0.51289,0.90573,1.80448,1.2468,1.16193,0.000731813,0.000731813,0.000731813
172,791.231,1.68967,3.26962,2.11669,1.61252,0.80417,0.69617,0.78036,0.54718,0.80417,0.69617,0.78036,0.51289,0.90573,1.80448,1.2468,1.16193,0.000726312,0.000726312,0.000726312
173,795.613,1.49467,3.16271,2.181,1.52236,0.80417,0.69617,0.78036,0.54718,0.80417,0.69617,0.78036,0.51289,0.90573,1.80448,1.2468,1.16193,0.000720811,0.000720811,0.000720811
174,799.894,1.40762,2.671,1.93314,1.56448,0.652,0.76809,0.79002,0.56846,0.652,0.76809,0.79002,0.54995,0.91859,1.75461,1.23901,1.16809,0.00071531,0.00071531,0.00071531
175,804.229,1.6723,3.51127,1.96548,1.64006,0.652,0.76809,0.79002,0.56846,0.652,0.76809,0.79002,0.54995,0.91859,1.75461,1.23901,1.16809,0.000709809,0.000709809,0.000709809
176,808.557,1.37894,2.7469,1.82029,1.42816,0.652,0.76809,0.79002,0.56846,0.652,0.76809,0.79002,0.54995,0.91859,1.75461,1.23901,1.16809,0.000704307,0.000704307,0.000704307
177,813.133,1.88327,3.73716,2.38526,1.72872,0.652,0.76809,0.79002,0.56846,0.652,0.76809,0.79002,0.54995,0.91859,1.75461,1.23901,1.16809,0.000698806,0.000698806,0.000698806
178,817.649,1.64865,3.72381,2.24122,1.66228,0.7169,0.7655,0.81375,0.59559,0.7169,0.7655,0.82401,0.59914,0.93169,1.70297,1.23731,1.16117,0.000693305,0.000693305,0.000693305
179,822.344,1.4514,2.78631,1.89131,1.38402,0.7169,0.7655,0.81375,0.59559,0.7169,0.7655,0.82401,0.59914,0.93169,1.70297,1.23731,1.16117,0.000687804,0.000687804,0.000687804
180,827.56,1.98633,3.81319,2.51875,1.86345,0.7169,0.7655,0.81375,0.59559,0.7169,0.7655,0.82401,0.59914,0.93169,1.70297,1.23731,1.16117,0.000682303,0.000682303,0.000682303
181,831.933,1.48498,2.62072,1.95547,1.55577,0.7169,0.7655,0.81375,0.59559,0.7169,0.7655,0.82401,0.59914,0.93169,1.70297,1.23731,1.16117,0.000676802,0.000676802,0.000676802
182,836.373,1.73819,3.34067,2.55911,1.77801,0.68097,0.75388,0.80506,0.59318,0.68097,0.75388,0.8146,0.60098,0.92301,1.63941,1.25524,1.14183,0.000671301,0.000671301,0.000671301
183,841.455,2.12143,4.10306,2.56141,1.89081,0.68097,0.75388,0.80506,0.59318,0.68097,0.75388,0.8146,0.60098,0.92301,1.63941,1.25524,1.14183,0.0006658,0.0006658,0.0006658
184,845.75,1.48861,2.75989,1.95898,1.51561,0.68097,0.75388,0.80506,0.59318,0.68097,0.75388,0.8146,0.60098,0.92301,1.63941,1.25524,1.14183,0.000660299,0.000660299,0.000660299
185,850.363,1.51487,2.75531,1.8487,1.52249,0.68097,0.75388,0.80506,0.59318,0.68097,0.75388,0.8146,0.60098,0.92301,1.63941,1.25524,1.14183,0.000654798,0.000654798,0.000654798
186,854.921,1.66525,3.4753,2.07288,1.65281,0.67777,0.77129,0.80349,0.60724,0.67777,0.77129,0.81386,0.6164,0.89612,1.54598,1.32925,1.11444,0.000649297,0.000649297,0.000649297
187,859.466,1.81216,3.72672,2.2211,1.78889,0.67777,0.77129,0.80349,0.60724,0.67777,0.77129,0.81386,0.6164,0.89612,1.54598,1.32925,1.11444,0.000643795,0.000643795,0.000643795
188,864.15,1.69841,3.51051,2.16068,1.72774,0.67777,0.77129,0.80349,0.60724,0.67777,0.77129,0.81386,0.6164,0.89612,1.54598,1.32925,1.11444,0.000638294,0.000638294,0.000638294
189,868.785,1.66644,3.38772,2.12463,1.64024,0.67777,0.77129,0.80349,0.60724,0.67777,0.77129,0.81386,0.6164,0.89612,1.54598,1.32925,1.11444,0.000632793,0.000632793,0.000632793
190,873.498,1.69748,3.54784,2.158,1.66031,0.75446,0.76239,0.817,0.6121,0.75446,0.76239,0.817,0.60852,0.89984,1.52458,1.34665,1.10663,0.000627292,0.000627292,0.000627292
191,878.048,1.6232,3.2835,2.19485,1.64301,0.75446,0.76239,0.817,0.6121,0.75446,0.76239,0.817,0.60852,0.89984,1.52458,1.34665,1.10663,0.000621791,0.000621791,0.000621791
192,882.456,1.40828,2.81762,1.77555,1.42672,0.75446,0.76239,0.817,0.6121,0.75446,0.76239,0.817,0.60852,0.89984,1.52458,1.34665,1.10663,0.00061629,0.00061629,0.00061629
193,886.955,1.666,3.70159,2.35606,1.65488,0.75446,0.76239,0.817,0.6121,0.75446,0.76239,0.817,0.60852,0.89984,1.52458,1.34665,1.10663,0.000610789,0.000610789,0.000610789
194,891.488,1.61545,3.43217,2.28071,1.66635,0.75813,0.77713,0.80619,0.60422,0.75813,0.77713,0.80619,0.59514,0.89138,1.51812,1.36669,1.10379,0.000605288,0.000605288,0.000605288
195,896.135,1.70707,3.55126,2.14693,1.68944,0.75813,0.77713,0.80619,0.60422,0.75813,0.77713,0.80619,0.59514,0.89138,1.51812,1.36669,1.10379,0.000599787,0.000599787,0.000599787
196,900.522,1.45919,2.98798,1.97106,1.53738,0.75813,0.77713,0.80619,0.60422,0.75813,0.77713,0.80619,0.59514,0.89138,1.51812,1.36669,1.10379,0.000594286,0.000594286,0.000594286
197,905.166,1.60304,3.12329,1.93807,1.54197,0.75813,0.77713,0.80619,0.60422,0.75813,0.77713,0.80619,0.59514,0.89138,1.51812,1.36669,1.10379,0.000588784,0.000588784,0.000588784
198,909.521,1.22791,2.61964,1.81675,1.41954,0.71099,0.81202,0.80592,0.60384,0.71099,0.81202,0.80592,0.59554,0.87811,1.50021,1.42124,1.10159,0.000583283,0.000583283,0.000583283
199,914.062,1.23396,2.39564,1.72259,1.39406,0.71099,0.81202,0.80592,0.60384,0.71099,0.81202,0.80592,0.59554,0.87811,1.50021,1.42124,1.10159,0.000577782,0.000577782,0.000577782
200,918.436,1.33801,2.77826,1.78833,1.35319,0.71099,0.81202,0.80592,0.60384,0.71099,0.81202,0.80592,0.59554,0.87811,1.50021,1.42124,1.10159,0.000572281,0.000572281,0.000572281
201,923.061,1.42917,2.66013,2.65576,1.5187,0.71099,0.81202,0.80592,0.60384,0.71099,0.81202,0.80592,0.59554,0.87811,1.50021,1.42124,1.10159,0.00056678,0.00056678,0.00056678
202,927.463,1.22441,2.47771,1.62172,1.34698,0.74451,0.7167,0.79353,0.59709,0.74451,0.7167,0.79353,0.58444,0.88424,1.48377,1.45265,1.11206,0.000561279,0.000561279,0.000561279
203,932.06,1.73731,3.46792,2.0615,1.70426,0.74451,0.7167,0.79353,0.59709,0.74451,0.7167,0.79353,0.58444,0.88424,1.48377,1.45265,1.11206,0.000555778,0.000555778,0.000555778
204,936.683,1.56206,3.13663,1.89423,1.54651,0.74451,0.7167,0.79353,0.59709,0.74451,0.7167,0.79353,0.58444,0.88424,1.48377,1.45265,1.11206,0.000550277,0.000550277,0.000550277
205,941.332,1.62565,3.39298,2.04976,1.67799,0.74451,0.7167,0.79353,0.59709,0.74451,0.7167,0.79353,0.58444,0.88424,1.48377,1.45265,1.11206,0.000544776,0.000544776,0.000544776
206,945.806,1.48105,3.08732,1.8373,1.54464,0.74726,0.74031,0.75989,0.58418,0.74726,0.74031,0.75989,0.55735,0.87989,1.48547,1.44096,1.11809,0.000539275,0.000539275,0.000539275
207,950.724,1.33627,2.64831,1.88668,1.46812,0.74726,0.74031,0.75989,0.58418,0.74726,0.74031,0.75989,0.55735,0.87989,1.48547,1.44096,1.11809,0.000533773,0.000533773,0.000533773
208,955.858,1.53848,3.34184,1.87613,1.53079,0.74726,0.74031,0.75989,0.58418,0.74726,0.74031,0.75989,0.55735,0.87989,1.48547,1.44096,1.11809,0.000528272,0.000528272,0.000528272
209,960.298,1.70492,3.53525,2.07541,1.73344,0.74726,0.74031,0.75989,0.58418,0.74726,0.74031,0.75989,0.55735,0.87989,1.48547,1.44096,1.11809,0.000522771,0.000522771,0.000522771
210,964.797,1.37829,2.79298,1.80946,1.4999,0.7485,0.77519,0.79933,0.6165,0.7485,0.77519,0.79933,0.58235,0.85227,1.4807,1.33314,1.10694,0.00051727,0.00051727,0.00051727
211,969.399,1.32436,2.80001,1.90363,1.33141,0.7485,0.77519,0.79933,0.6165,0.7485,0.77519,0.79933,0.58235,0.85227,1.4807,1.33314,1.10694,0.000511769,0.000511769,0.000511769
212,973.807,1.22937,2.46839,1.8882,1.42602,0.7485,0.77519,0.79933,0.6165,0.7485,0.77519,0.79933,0.58235,0.85227,1.4807,1.33314,1.10694,0.000506268,0.000506268,0.000506268
213,978.187,1.07183,1.83119,1.68949,1.27092,0.7485,0.77519,0.79933,0.6165,0.7485,0.77519,0.79933,0.58235,0.85227,1.4807,1.33314,1.10694,0.000500767,0.000500767,0.000500767
214,982.885,1.62436,3.21479,1.93881,1.59752,0.80678,0.83065,0.84009,0.65158,0.81817,0.84168,0.85346,0.61587,0.85023,1.44153,1.24611,1.10427,0.000495266,0.000495266,0.000495266
215,987.378,1.53443,2.94257,1.96826,1.54466,0.80678,0.83065,0.84009,0.65158,0.81817,0.84168,0.85346,0.61587,0.85023,1.44153,1.24611,1.10427,0.000489765,0.000489765,0.000489765
216,991.842,1.45479,2.69335,1.72553,1.46588,0.80678,0.83065,0.84009,0.65158,0.81817,0.84168,0.85346,0.61587,0.85023,1.44153,1.24611,1.10427,0.000484263,0.000484263,0.000484263
217,996.093,1.34919,2.66072,1.61539,1.41365,0.80678,0.83065,0.84009,0.65158,0.81817,0.84168,0.85346,0.61587,0.85023,1.44153,1.24611,1.10427,0.000478762,0.000478762,0.000478762
218,1000.76,1.32087,2.55908,1.72807,1.42132,0.83432,0.81202,0.84844,0.66547,0.8479,0.82364,0.86044,0.63016,0.84859,1.42698,1.18909,1.1025,0.000473261,0.000473261,0.000473261
219,1005.35,1.46008,2.90995,1.85676,1.50693,0.83432,0.81202,0.84844,0.66547,0.8479,0.82364,0.86044,0.63016,0.84859,1.42698,1.18909,1.1025,0.00046776,0.00046776,0.00046776
220,1009.87,1.4808,2.94914,1.86491,1.44265,0.83432,0.81202,0.84844,0.66547,0.8479,0.82364,0.86044,0.63016,0.84859,1.42698,1.18909,1.1025,0.000462259,0.000462259,0.000462259
221,1014.16,0.97506,1.94139,1.44975,1.20762,0.83432,0.81202,0.84844,0.66547,0.8479,0.82364,0.86044,0.63016,0.84859,1.42698,1.18909,1.1025,0.000456758,0.000456758,0.000456758
222,1018.56,1.37638,2.79863,1.89809,1.49854,0.85124,0.80039,0.85476,0.67287,0.865,0.81202,0.86515,0.63797,0.8297,1.41547,1.16679,1.08319,0.000451257,0.000451257,0.000451257
223,1022.98,1.16224,2.13337,1.48511,1.24268,0.85124,0.80039,0.85476,0.67287,0.865,0.81202,0.86515,0.63797,0.8297,1.41547,1.16679,1.08319,0.000445756,0.000445756,0.000445756
224,1027.52,1.48469,2.88443,1.79562,1.43551,0.85124,0.80039,0.85476,0.67287,0.865,0.81202,0.86515,0.63797,0.8297,1.41547,1.16679,1.08319,0.000440255,0.000440255,0.000440255
225,1032.05,1.43309,2.92907,2.49061,1.52984,0.85124,0.80039,0.85476,0.67287,0.865,0.81202,0.86515,0.63797,0.8297,1.41547,1.16679,1.08319,0.000434754,0.000434754,0.000434754
226,1036.59,1.18594,2.4967,1.73269,1.29887,0.84967,0.77713,0.84347,0.6574,0.84967,0.77713,0.84538,0.61013,0.80491,1.42045,1.22226,1.0672,0.000429253,0.000429253,0.000429253
227,1041.09,1.38848,2.96979,1.6663,1.48363,0.84967,0.77713,0.84347,0.6574,0.84967,0.77713,0.84538,0.61013,0.80491,1.42045,1.22226,1.0672,0.000423751,0.000423751,0.000423751
228,1045.67,1.61289,3.32068,2.16372,1.69092,0.84967,0.77713,0.84347,0.6574,0.84967,0.77713,0.84538,0.61013,0.80491,1.42045,1.22226,1.0672,0.00041825,0.00041825,0.00041825
229,1050.31,1.56171,3.16991,2.11942,1.56231,0.84967,0.77713,0.84347,0.6574,0.84967,0.77713,0.84538,0.61013,0.80491,1.42045,1.22226,1.0672,0.000412749,0.000412749,0.000412749
230,1054.89,1.4198,3.18048,1.83519,1.47269,0.84559,0.71357,0.82648,0.64209,0.84559,0.71357,0.82648,0.60104,0.81094,1.43004,1.28489,1.06566,0.000407248,0.000407248,0.000407248
231,1059.54,1.37498,2.4695,1.75362,1.42781,0.84559,0.71357,0.82648,0.64209,0.84559,0.71357,0.82648,0.60104,0.81094,1.43004,1.28489,1.06566,0.000401747,0.000401747,0.000401747
232,1064.53,1.53083,2.87828,1.86163,1.54996,0.84559,0.71357,0.82648,0.64209,0.84559,0.71357,0.82648,0.60104,0.81094,1.43004,1.28489,1.06566,0.000396246,0.000396246,0.000396246
233,1069.16,1.59013,3.10341,1.9167,1.59015,0.84559,0.71357,0.82648,0.64209,0.84559,0.71357,0.82648,0.60104,0.81094,1.43004,1.28489,1.06566,0.000390745,0.000390745,0.000390745
234,1073.64,1.39257,2.82729,1.82042,1.36076,0.73446,0.83355,0.84676,0.64307,0.73446,0.83355,0.84676,0.59657,0.82932,1.44645,1.32359,1.06987,0.000385244,0.000385244,0.000385244
235,1078.25,1.28615,2.44941,1.79008,1.40948,0.73446,0.83355,0.84676,0.64307,0.73446,0.83355,0.84676,0.59657,0.82932,1.44645,1.32359,1.06987,0.000379743,0.000379743,0.000379743
236,1083.25,1.38897,2.70382,1.79544,1.39309,0.73446,0.83355,0.84676,0.64307,0.73446,0.83355,0.84676,0.59657,0.82932,1.44645,1.32359,1.06987,0.000374242,0.000374242,0.000374242
237,1087.67,1.33772,2.77821,1.78338,1.40699,0.73446,0.83355,0.84676,0.64307,0.73446,0.83355,0.84676,0.59657,0.82932,1.44645,1.32359,1.06987,0.00036874,0.00036874,0.00036874
238,1092.03,1.56764,2.65068,1.98204,1.60125,0.91611,0.69603,0.84561,0.66325,0.91611,0.69603,0.84561,0.58908,0.82547,1.44074,1.32844,1.06728,0.000363239,0.000363239,0.000363239
239,1096.64,1.32609,2.62142,2.26438,1.36797,0.91611,0.69603,0.84561,0.66325,0.91611,0.69603,0.84561,0.58908,0.82547,1.44074,1.32844,1.06728,0.000357738,0.000357738,0.000357738
240,1100.98,1.15575,2.4203,1.54192,1.24258,0.91611,0.69603,0.84561,0.66325,0.91611,0.69603,0.84561,0.58908,0.82547,1.44074,1.32844,1.06728,0.000352237,0.000352237,0.000352237
241,1105.52,1.55946,2.7974,1.85202,1.46343,0.91611,0.69603,0.84561,0.66325,0.91611,0.69603,0.84561,0.58908,0.82547,1.44074,1.32844,1.06728,0.000346736,0.000346736,0.000346736
242,1110.06,1.61651,3.46099,2.10937,1.69512,0.89958,0.73062,0.84467,0.6647,0.89958,0.73062,0.84467,0.63465,0.79928,1.40148,1.28249,1.05611,0.000341235,0.000341235,0.000341235
243,1114.72,1.60507,3.01016,1.86656,1.60145,0.89958,0.73062,0.84467,0.6647,0.89958,0.73062,0.84467,0.63465,0.79928,1.40148,1.28249,1.05611,0.000335734,0.000335734,0.000335734
244,1119.06,1.19847,2.35296,1.57472,1.34882,0.89958,0.73062,0.84467,0.6647,0.89958,0.73062,0.84467,0.63465,0.79928,1.40148,1.28249,1.05611,0.000330233,0.000330233,0.000330233
245,1123.55,1.44425,3.13628,1.74737,1.50919,0.89958,0.73062,0.84467,0.6647,0.89958,0.73062,0.84467,0.63465,0.79928,1.40148,1.28249,1.05611,0.000324732,0.000324732,0.000324732
246,1128.3,1.53353,3.14223,1.81687,1.48768,0.87747,0.75572,0.85855,0.69513,0.87747,0.75572,0.85855,0.6509,0.76959,1.34772,1.20563,1.04096,0.000319231,0.000319231,0.000319231
247,1132.82,1.29005,2.33266,1.60231,1.33348,0.87747,0.75572,0.85855,0.69513,0.87747,0.75572,0.85855,0.6509,0.76959,1.34772,1.20563,1.04096,0.000313729,0.000313729,0.000313729
248,1137.32,1.42094,2.5545,1.99608,1.52036,0.87747,0.75572,0.85855,0.69513,0.87747,0.75572,0.85855,0.6509,0.76959,1.34772,1.20563,1.04096,0.000308228,0.000308228,0.000308228
249,1142.15,1.57314,3.48627,2.07488,1.64222,0.87747,0.75572,0.85855,0.69513,0.87747,0.75572,0.85855,0.6509,0.76959,1.34772,1.20563,1.04096,0.000302727,0.000302727,0.000302727
250,1146.66,1.45766,3.15833,1.92068,1.53667,0.87055,0.78984,0.87341,0.71877,0.87055,0.78984,0.87341,0.68254,0.73708,1.28901,1.12565,1.02902,0.000297226,0.000297226,0.000297226
251,1151.06,1.45153,2.9202,1.79286,1.44972,0.87055,0.78984,0.87341,0.71877,0.87055,0.78984,0.87341,0.68254,0.73708,1.28901,1.12565,1.02902,0.000291725,0.000291725,0.000291725
252,1155.36,1.23925,2.50207,1.56314,1.33161,0.87055,0.78984,0.87341,0.71877,0.87055,0.78984,0.87341,0.68254,0.73708,1.28901,1.12565,1.02902,0.000286224,0.000286224,0.000286224
253,1159.84,1.39547,2.84151,1.82588,1.47926,0.87055,0.78984,0.87341,0.71877,0.87055,0.78984,0.87341,0.68254,0.73708,1.28901,1.12565,1.02902,0.000280723,0.000280723,0.000280723
254,1164.3,1.07534,1.94369,1.48225,1.18204,0.91992,0.77038,0.88173,0.71686,0.91992,0.77038,0.88173,0.68842,0.71858,1.24821,1.06836,1.0224,0.000275222,0.000275222,0.000275222
255,1168.85,1.41042,2.63759,1.67661,1.36905,0.91992,0.77038,0.88173,0.71686,0.91992,0.77038,0.88173,0.68842,0.71858,1.24821,1.06836,1.0224,0.000269721,0.000269721,0.000269721
256,1173.27,1.03696,2.11312,2.44119,1.20077,0.91992,0.77038,0.88173,0.71686,0.91992,0.77038,0.88173,0.68842,0.71858,1.24821,1.06836,1.0224,0.00026422,0.00026422,0.00026422
257,1177.58,1.34672,2.60722,1.75556,1.38883,0.91992,0.77038,0.88173,0.71686,0.91992,0.77038,0.88173,0.68842,0.71858,1.24821,1.06836,1.0224,0.000258718,0.000258718,0.000258718
258,1182.16,1.49033,2.94238,1.83104,1.48818,0.91827,0.77959,0.89035,0.72452,0.91827,0.77959,0.89035,0.71599,0.70312,1.22097,1.04035,1.01764,0.000253217,0.000253217,0.000253217
259,1186.67,1.18892,2.32533,1.7581,1.27928,0.91827,0.77959,0.89035,0.72452,0.91827,0.77959,0.89035,0.71599,0.70312,1.22097,1.04035,1.01764,0.000247716,0.000247716,0.000247716
